id,Name,Gender,Status,Intake Date,Outcome Date,Age,Description,Found At,Rescue Partners,Interested?,scrape_date,Address,Located At,Phone Number,Website,url
A303443,Arden,Spayed Female,Available,2025/11/01,,6 years old,"spayed female, gray and white American Pit Bull Terrier",7300 Block S Princeton Ave Chicago Il 60621,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303443
A303445,Noggin,Male,Available,2025/11/01,,My age is unknown,"male, gray and white American Pit Bull Terrier",7300 Block S Princeton Ave Chicago Il 60621,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303445
A303468,Irma,Female,Available,2025/11/01,,My age is unknown,"female, black brindle and white American Pit Bull Terrier","4200 Block W 16Th St Chicago, Il 60623",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303468
A303472,Duna,Female,Available,2025/11/02,,My age is unknown,"female, tan American Pit Bull Terrier","2700 Block S Western Ave Chicago, Il 60608",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303472
A303480,Bluto,Male,Available,2025/11/02,,7 years old,"male, gray and white American Pit Bull Terrier",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303480
A303492,Kiki,Female,Available,2025/11/02,,My age is unknown,"female, black American Pit Bull Terrier",9100 Block S Michigan Ave Chicago Il 6019,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303492
A303506,Randie,Female,Transferred to Heartland Animal Shelter,,2025/11/25,My age is unknown,"female, brown American Pit Bull Terrier",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303506
A303509,Proton,Male,Available,2025/11/03,,My age is unknown,"male, gray tiger American Pit Bull Terrier","8000 Block S Perry Ave, Chicago Il 60620",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303509
A303510,Neutron,Male,Available,2025/11/03,,My age is unknown,"male, gray tiger American Pit Bull Terrier","8000 Block S Perry Ave, Chicago Il 60620",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303510
A303517,Miette,Spayed Female,Available,2025/11/03,,My age is unknown,"spayed female, gray American Pit Bull Terrier","7700 Block S Loomis St, Chicago Il 60620",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303517
A303547,Biff,Male,Available,2025/11/03,,My age is unknown,"male, cream Labrador Retriever and Siberian Husky","9800 Block S Prospect Sq, Chicago Il 60643",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303547
A303548,Angelhair,Female,Available,2025/11/03,,My age is unknown,"female, tan American Pit Bull Terrier","3100 Block W Harrison St, Chicago Il 60612",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303548
A303551,Adar,Male,Available,2025/11/04,,My age is unknown,"male, gray American Pit Bull Terrier","4500 Block W Carroll Dr, Chicago, Il 60624",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303551
A303554,Dodie,Spayed Female,Adopted,,2025/11/24,10 months old,"spayed female, cream Siberian Husky mix",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303554
A303575,Butchie,Male,"Transferred to Dark Horse Dogs, Nfp",,2025/11/21,8 months old,"male, gray and white American Pit Bull Terrier and American Staffordshire Terrier",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303575
A303583,Brownie Batter,Female,Available,2025/11/04,,8 years old,"female, brown and white American Pit Bull Terrier",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303583
A303602,Strauss,Male,Available,2025/11/05,,My age is unknown,"male, black and white American Pit Bull Terrier and Boxer",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303602
A303658,Kalabaka,Female,Available,2025/11/05,,My age is unknown,"female, tan and white American Pit Bull Terrier","1600 Block S Trumbull Ave, Chicago Il 60623",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303658
A303669,Raya,Female,Available,2025/11/06,,My age is unknown,"female, black and white American Pit Bull Terrier","4800 Block W Westend Chicago,ill 60644",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303669
A303680,Bohdi Beach,Neutered Male,Available,2025/11/06,,5 years old,"neutered male, tan and black Alaskan Husky and German Shepherd Dog",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303680
A303696,Sabine,Female,Available,2025/11/06,,My age is unknown,"female, brown Bullmastiff",8400 Block S State St Chicago Il 60620,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303696
A303698,Highway,Male,Available,2025/11/06,,My age is unknown,"male, gray and white American Pit Bull Terrier","9000 Block S Harvard Ave Chicago, Il 60620",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303698
A303723,Masha,Female,Available,2025/11/07,,My age is unknown,"female, gray and white American Pit Bull Terrier","5100 Block S Wentworth Ave, Chicago Il 60609",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303723
A303743,Milosh,Male,Available,2025/11/07,,1 year,"male, brown brindle and white American Pit Bull Terrier mix",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303743
A303748,Whiskers,Male,Available,2025/11/07,,My age is unknown,"male, tan and white American Pit Bull Terrier","2200 Block E 103Rd St, Chicago Il 60617",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303748
A303749,Aurora,Female,Available,2025/11/07,,7 months old,"female, tan and white American Pit Bull Terrier","2200 Block E 103Rd St, Chicago, Il 60617",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303749
A303763,Danita,Female,Available,2025/11/08,,My age is unknown,"female, black and white Labrador Retriever mix","4700 Block S Ashland Ave, Chicago Il 60609",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303763
A303772,Geyser,Male,Available,2025/11/08,,My age is unknown,"male, tan and white American Pit Bull Terrier","4200 Block W Gladys Ave, Chicago, Il 60624",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303772
A303782,Blueberry,Female,Available,2025/11/08,,My age is unknown,"female, silver American Pit Bull Terrier",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303782
A303799,Vivaldi,Male,Available,2025/11/08,,My age is unknown,"male, black and white American Pit Bull Terrier","7100 Block S Shore Dr, Chicago Il 60649",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303799
A303800,Jace,Male,Available,2025/11/08,,1 year and 4 months old,"male, white and black brindle American Pit Bull Terrier",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303800
A303802,Apostolos,Male,Available,2025/11/08,,1 year and 4 months old,"male, apricot and white American Pit Bull Terrier",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303802
A303833,Sea Lion,Female,Available,2025/11/09,,My age is unknown,"female, tan American Pit Bull Terrier",5600 Block S Maplewood Ave Chicago Il 60629,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303833
A303837,Terminator,Male,Available,2025/11/09,,My age is unknown,"male, black brindle American Pit Bull Terrier",11200 Block S Langley,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303837
A303882,Piers,Male,Transferred to One Tail At A Time,,2025/11/26,My age is unknown,"male, black and white Labrador Retriever",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303882
A303887,Storm,Spayed Female,Adopted,,2025/11/24,11 months old,"spayed female, brown brindle and white Boxer mix",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303887
A303888,Constantine,Male,Available,2025/11/11,,My age is unknown,"male, gray and white American Pit Bull Terrier",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303888
A303889,Serendipity,Female,Available,2025/11/11,,My age is unknown,"female, brown and white American Pit Bull Terrier",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303889
A303891,Bastian,Male,Available,2025/11/10,,My age is unknown,"male, gray and white American Pit Bull Terrier",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303891
A303894,Willow,Female,Transferred to Midwest Working Dog Rescue,,2025/11/20,My age is unknown,"female, brown and black Belgian Malinois",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303894
A303901,Jigsaw,Female,Available,2025/11/11,,My age is unknown,"female, brown brindle Labrador Retriever mix","4400 Block S Ashland Ave, Chicago Il 60609",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303901
A303935,Dorcas,Female,Available,2025/11/11,,My age is unknown,"female, black and brown German Shepherd Dog","2700 Block S Prairie Ave, Chicago Il 60616",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303935
A303944,Primo,Male,Available,2025/11/11,,My age is unknown,"male, gray American Pit Bull Terrier","7300 Block S Honore St, Chicago Il 60636",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303944
A303953,Nikini,Spayed Female,Available,2025/11/11,,2 years,"spayed female, gray American Pit Bull Terrier",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303953
A303954,Sigfrido,Male,Available,2025/11/11,,My age is unknown,"male, gray American Pit Bull Terrier",6400 Block S Parnell Chicago Il 60621,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303954
A303966,Eli,Male,Available,2025/11/12,,My age is unknown,"male, brown and white American Pit Bull Terrier",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303966
A303967,Edy,Female,Available,2025/11/12,,My age is unknown,"female, brown and white American Pit Bull Terrier",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303967
A303970,Hannah,Female,Transferred to German Shepherd Rescue Inc.,,2025/11/21,My age is unknown,"female, brown and black German Shepherd Dog",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303970
A303992,Walter,Male,Available,2025/11/12,,My age is unknown,"male, black and tan German Shepherd Dog mix","4800 Block S Winchester Ave, Chicago Il 60609",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A303992
A304004,Anya,Spayed Female,Adopted,,2025/11/20,1 year,"spayed female, cream Siberian Husky and German Shepherd Dog",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304004
A304006,Delano,Male,Available,2025/11/12,,My age is unknown,"male, brown and cream Alaskan Husky","5500 Block S Throop St, Chicago Il 60636",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304006
A304012,Zorro,Male,Available,2025/11/12,,2 years,"male, black and white American Pit Bull Terrier",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304012
A304013,Foxina,Female,Available,2025/11/12,,4 years old,"female, black and white Alaskan Husky",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304013
A304015,Lunita,Female,Available,2025/11/12,,6 years old,"female, black and white Alaskan Husky",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304015
A304018,Jeremy,Neutered Male,Available,2025/11/12,,1 year and 5 months old,"neutered male, brown and white American Pit Bull Terrier","7400 Block S Kenwood Ave, Chicago Il 60619",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304018
A304034,Elyse,Female,Available,2025/11/13,,My age is unknown,"female, apricot American Pit Bull Terrier","4500 Block W Van Buren St, Chicago, Il 60624",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304034
A304036,Llana,Female,Available,2025/11/13,,My age is unknown,"female, black and white American Pit Bull Terrier","3600 Block S State St, Chicago Il 60609",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304036
A304037,Barton,Male,Available,2025/11/13,,My age is unknown,"male, brown and white American Pit Bull Terrier","200 Block S Troy St, Chicago, Il 60612",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304037
A304038,Vivi,Female,Available,2025/11/13,,My age is unknown,"female, black American Pit Bull Terrier","200 Block S Troy St, Chicago, Il 60612",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304038
A304044,Cary,Male,Available,2025/11/13,,11 months old,"male, brown and white Siberian Husky",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304044
A304046,Atticus,Male,Available,2025/11/13,,My age is unknown,"male, brown brindle Cane Corso","8800 Block S Lowe Ave, Chicago Il 60620",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304046
A304051,Cali,Spayed Female,Adopted,,2025/11/22,3 years old,"spayed female, brown Boxer mix",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304051
A304054,Declynn,Female,Available,2025/11/13,,My age is unknown,"female, gray and white American Pit Bull Terrier","400 Block N Lawler Ave, Chicago Il 60644",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304054
A304056,Nutty Buddy,Male,Available,2025/11/13,,My age is unknown,"male, gray and brown American Pit Bull Terrier mix","2600 Block E 73Rd St, Chicago Il 60649",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304056
A304067,Frawley,Male,Available,2025/11/13,,My age is unknown,"male, tan and white American Pit Bull Terrier","8600 Block S Cottage Grove Ave, Chicago Il 60619",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304067
A304074,Ansel,Male,Available,2025/11/14,,My age is unknown,"male, black and white American Pit Bull Terrier","6400 Block S Minerva Ave, Chicago Il 60637",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304074
A304075,Unknown,Spayed Female,Available,2025/11/14,,1 year and 6 months old,"spayed female, black and tan Yorkshire Terrier",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304075
A304082,Unknown,Male,Transferred to Il Doberman Rescue Plus,,2025/11/20,My age is unknown,"male, black and apricot Doberman Pinscher mix",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304082
A304090,Prescott,Male,Available,2025/11/14,,My age is unknown,"male, brown brindle American Pit Bull Terrier","700 Block S Oakley Blvd, Chicago Il 60612",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304090
A304095,Chocolate Chip,Female,Transferred to Tails Together Co,,2025/11/25,12 years old,"female, chocolate Miniature Pinscher mix",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304095
A304097,Chablis,Female,Available,2025/11/14,,3 years old,"female, gray and white American Pit Bull Terrier",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304097
A304111,Zebracake,Spayed Female,Adopted,,2025/11/20,9 months old,"spayed female, tan and black Siberian Husky mix",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304111
A304113,Pumba,Male,Available,2025/11/14,,1 year and 6 months old,"male, black and white American Pit Bull Terrier",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304113
A304118,Canon,Male,Available,2025/11/14,,8 years old,"male, brown American Pit Bull Terrier mix",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304118
A304119,Haley,Female,Available,2025/11/14,,My age is unknown,"female, gray American Pit Bull Terrier","3100 Block W Harrison St, Chicago Il 60612",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304119
A304120,Fredo,Male,Available,2025/11/15,,My age is unknown,"male, black American Pit Bull Terrier and Boxer",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304120
A304121,Unknown,Male,Available,2025/11/15,,My age is unknown,"male, white and black American Pit Bull Terrier and American Bulldog","9500 Block S Yale Ave, Chicago, Il 60628",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304121
A304122,Kavita,Female,Available,2025/11/15,,My age is unknown,"female, chocolate and white American Pit Bull Terrier","6900 Block S Stoneyisland, Chicago Il",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304122
A304124,Lois,Female,Transferred to Border Tails Rescue,,2025/11/20,My age is unknown,"female, gray and white American Pit Bull Terrier",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304124
